order_id,total_amount,pay_amount,province,order_create_time,pay_time,refund_amount,order_date,order_status
6621,37.0,37.0,湖南省,2020-02-23 20:50:06,2020-02-23 20:50:14,0.0,2020-02-23,已支付订单
6622,45.0,45.0,上海,2020-02-23 20:49:50,2020-02-23 20:49:56,0.0,2020-02-23,已支付订单
6623,69.0,5.0,陕西省,2020-02-23 20:48:57,2020-02-23 20:49:04,64.0,2020-02-23,退款订单
6624,238.0,238.0,北京,2020-02-23 20:48:53,2020-02-23 20:49:00,0.0,2020-02-23,已支付订单
6625,45.0,0.0,吉林省,2020-02-23 20:48:52,2020-02-23 20:48:59,45.0,2020-02-23,退款订单
6626,112.0,112.0,四川省,2020-02-23 20:48:42,2020-02-23 20:49:03,0.0,2020-02-23,已支付订单
6627,69.0,0.0,浙江省,2020-02-23 20:48:16,,0.0,2020-02-23,未支付订单
6628,37.0,0.0,山东省,2020-02-23 20:47:42,,0.0,2020-02-23,未支付订单
6629,53.0,53.0,湖南省,2020-02-23 20:47:23,2020-02-23 20:47:36,0.0,2020-02-23,已支付订单
6630,192.0,192.0,浙江省,2020-02-23 20:47:04,2020-02-23 20:47:11,0.0,2020-02-23,已支付订单
6631,136.0,136.0,湖南省,2020-02-23 20:46:41,2020-02-23 20:46:48,0.0,2020-02-23,已支付订单
6632,37.0,37.0,北京,2020-02-23 20:46:32,2020-02-23 20:46:37,0.0,2020-02-23,已支付订单
6633,407.0,407.0,重庆,2020-02-23 20:46:12,2020-02-23 20:46:33,0.0,2020-02-23,已支付订单
6634,104.0,104.0,浙江省,2020-02-23 20:46:10,2020-02-23 20:46:18,0.0,2020-02-23,已支付订单
6635,32.0,32.0,河南省,2020-02-23 20:46:08,2020-02-24 11:12:37,0.0,2020-02-23,已支付订单
6636,66.0,66.0,四川省,2020-02-23 20:44:44,2020-02-23 20:44:49,0.0,2020-02-23,已支付订单
6637,43.0,43.0,山东省,2020-02-23 20:44:22,2020-02-23 20:49:36,0.0,2020-02-23,已支付订单
6638,37.0,0.0,江苏省,2020-02-23 20:44:04,,0.0,2020-02-23,未支付订单
6639,471.0,352.0,重庆,2020-02-23 20:42:30,2020-02-23 20:42:50,119.0,2020-02-23,退款订单
6640,21.0,21.0,四川省,2020-02-23 20:42:24,2020-02-23 20:42:33,0.0,2020-02-23,已支付订单
6641,101.0,101.0,北京,2020-02-23 20:42:03,2020-02-23 20:42:11,0.0,2020-02-23,已支付订单
6642,101.0,101.0,浙江省,2020-02-23 20:41:40,2020-02-23 20:41:45,0.0,2020-02-23,已支付订单
6643,215.0,215.0,四川省,2020-02-23 20:41:24,2020-02-23 20:41:50,0.0,2020-02-23,已支付订单
6644,43.0,43.0,广东省,2020-02-23 20:41:02,2020-02-23 20:41:08,0.0,2020-02-23,已支付订单
6645,75.0,0.0,天津,2020-02-23 20:40:45,2020-02-23 20:40:51,75.0,2020-02-23,退款订单
6646,37.0,37.0,浙江省,2020-02-23 20:40:42,2020-02-23 20:40:49,0.0,2020-02-23,已支付订单
6647,37.0,37.0,广东省,2020-02-23 20:40:30,2020-02-23 20:40:37,0.0,2020-02-23,已支付订单
6648,112.0,112.0,云南省,2020-02-23 20:40:19,2020-02-23 20:40:25,0.0,2020-02-23,已支付订单
6649,69.0,69.0,广东省,2020-02-23 20:40:15,2020-02-23 20:40:19,0.0,2020-02-23,已支付订单
6650,43.0,0.0,浙江省,2020-02-23 20:40:08,,0.0,2020-02-23,未支付订单
6651,43.0,43.0,湖南省,2020-02-23 20:39:22,2020-02-23 20:39:45,0.0,2020-02-23,已支付订单
6652,37.0,37.0,河南省,2020-02-23 20:39:04,2020-02-24 11:14:30,0.0,2020-02-23,已支付订单
6653,184.0,184.0,安徽省,2020-02-23 20:38:39,2020-02-23 20:38:47,0.0,2020-02-23,已支付订单
6654,34.0,0.0,湖南省,2020-02-23 20:38:37,2020-02-23 20:38:40,34.0,2020-02-23,退款订单
6655,102.0,102.0,上海,2020-02-23 20:38:23,2020-02-23 20:38:35,0.0,2020-02-23,已支付订单
6656,21.0,0.0,上海,2020-02-23 20:38:14,2020-02-23 20:38:29,21.0,2020-02-23,退款订单
6657,32.0,0.0,河南省,2020-02-23 20:37:35,,0.0,2020-02-23,未支付订单
6658,32.0,0.0,河南省,2020-02-23 20:37:06,,0.0,2020-02-23,未支付订单
6659,176.0,176.0,江苏省,2020-02-23 20:36:47,2020-02-23 20:36:58,0.0,2020-02-23,已支付订单
6660,37.0,0.0,安徽省,2020-02-23 20:36:30,,0.0,2020-02-23,未支付订单
6661,37.0,0.0,云南省,2020-02-23 20:35:40,,0.0,2020-02-23,未支付订单
6662,69.0,69.0,四川省,2020-02-23 20:35:26,2020-02-23 20:35:44,0.0,2020-02-23,已支付订单
6663,151.0,0.0,天津,2020-02-23 20:35:24,2020-02-23 20:35:40,151.0,2020-02-23,退款订单
6664,151.0,151.0,重庆,2020-02-23 20:34:45,2020-02-23 20:34:52,0.0,2020-02-23,已支付订单
6665,37.0,0.0,河南省,2020-02-23 20:34:01,,0.0,2020-02-23,未支付订单
6666,101.0,101.0,北京,2020-02-23 20:33:19,2020-02-23 20:33:37,0.0,2020-02-23,已支付订单
6667,119.0,119.0,上海,2020-02-23 20:33:14,2020-02-23 20:34:47,0.0,2020-02-23,已支付订单
6668,32.0,32.0,四川省,2020-02-23 20:33:13,2020-02-23 20:35:41,0.0,2020-02-23,已支付订单
6669,160.0,0.0,湖南省,2020-02-23 20:32:51,2020-02-23 20:32:59,160.0,2020-02-23,退款订单
6670,69.0,69.0,天津,2020-02-23 20:32:20,2020-02-23 20:32:25,0.0,2020-02-23,已支付订单
6671,53.0,53.0,吉林省,2020-02-23 20:32:06,2020-02-23 20:32:11,0.0,2020-02-23,已支付订单
6672,69.0,69.0,河北省,2020-02-23 20:31:53,2020-02-23 20:31:59,0.0,2020-02-23,已支付订单
6673,37.0,0.0,山东省,2020-02-23 20:31:31,2020-02-23 20:31:36,37.0,2020-02-23,退款订单
6674,77.0,77.0,安徽省,2020-02-23 20:31:25,2020-02-23 20:31:32,0.0,2020-02-23,已支付订单
6675,104.0,104.0,云南省,2020-02-23 20:30:57,2020-02-23 20:31:12,0.0,2020-02-23,已支付订单
6676,128.0,0.0,湖南省,2020-02-23 20:30:39,2020-02-23 20:30:43,128.0,2020-02-23,退款订单
6677,119.0,119.0,上海,2020-02-23 20:29:49,2020-02-23 20:29:54,0.0,2020-02-23,已支付订单
6678,37.0,37.0,北京,2020-02-23 20:29:33,2020-02-23 20:29:39,0.0,2020-02-23,已支付订单
6679,37.0,37.0,河南省,2020-02-23 20:28:55,2020-02-23 20:29:19,0.0,2020-02-23,已支付订单
6680,53.0,53.0,广东省,2020-02-23 20:28:48,2020-02-23 20:29:12,0.0,2020-02-23,已支付订单
6681,37.0,0.0,浙江省,2020-02-23 20:28:40,2020-02-23 20:28:44,37.0,2020-02-23,退款订单
6682,37.0,0.0,吉林省,2020-02-23 20:28:21,,0.0,2020-02-23,未支付订单
6683,37.0,0.0,辽宁省,2020-02-23 20:28:21,,0.0,2020-02-23,未支付订单
6684,160.0,160.0,北京,2020-02-23 20:27:30,2020-02-23 20:27:37,0.0,2020-02-23,已支付订单
6685,37.0,37.0,广东省,2020-02-23 20:26:58,2020-02-24 16:10:29,0.0,2020-02-23,已支付订单
6686,102.0,102.0,上海,2020-02-23 20:26:52,2020-02-23 20:27:17,0.0,2020-02-23,已支付订单
6687,69.0,69.0,上海,2020-02-23 20:26:28,2020-02-23 20:26:41,0.0,2020-02-23,已支付订单
6688,37.0,37.0,云南省,2020-02-23 20:25:53,2020-02-23 20:26:06,0.0,2020-02-23,已支付订单
6689,119.0,119.0,浙江省,2020-02-23 20:25:44,2020-02-23 20:25:54,0.0,2020-02-23,已支付订单
6690,128.0,0.0,北京,2020-02-23 20:25:31,2020-02-23 20:25:45,128.0,2020-02-23,退款订单
6691,69.0,69.0,安徽省,2020-02-23 20:25:03,2020-02-23 20:25:07,0.0,2020-02-23,已支付订单
6692,160.0,160.0,山东省,2020-02-23 20:25:02,2020-02-23 20:25:14,0.0,2020-02-23,已支付订单
6693,34.9,0.0,四川省,2020-02-23 20:24:47,,0.0,2020-02-23,未支付订单
6694,34.9,0.0,江苏省,2020-02-23 20:24:25,,0.0,2020-02-23,未支付订单
6695,279.0,279.0,湖南省,2020-02-23 20:23:25,2020-02-23 20:23:29,0.0,2020-02-23,已支付订单
6696,50.9,46.9,上海,2020-02-23 20:22:39,2020-02-23 20:22:44,4.0,2020-02-23,退款订单
6697,215.0,215.0,上海,2020-02-23 20:22:33,2020-02-23 20:22:53,0.0,2020-02-23,已支付订单
6698,45.0,45.0,天津,2020-02-23 20:21:29,2020-02-23 20:21:38,0.0,2020-02-23,已支付订单
6699,34.9,34.9,重庆,2020-02-23 20:21:25,2020-02-23 20:21:31,0.0,2020-02-23,已支付订单
6700,128.0,128.0,浙江省,2020-02-23 20:20:19,2020-02-23 20:20:26,0.0,2020-02-23,已支付订单
6701,69.0,0.0,贵州省,2020-02-23 20:18:57,2020-02-23 20:19:07,69.0,2020-02-23,退款订单
6702,69.0,69.0,云南省,2020-02-23 20:18:49,2020-02-23 20:18:55,0.0,2020-02-23,已支付订单
6703,128.0,128.0,福建省,2020-02-23 20:18:14,2020-02-23 20:18:19,0.0,2020-02-23,已支付订单
6704,136.0,136.0,北京,2020-02-23 20:16:31,2020-02-23 20:17:08,0.0,2020-02-23,已支付订单
6705,119.0,119.0,山东省,2020-02-23 20:16:30,2020-02-23 20:16:42,0.0,2020-02-23,已支付订单
6706,45.0,0.0,湖南省,2020-02-23 20:15:33,2020-02-23 20:15:40,45.0,2020-02-23,退款订单
6707,104.0,0.0,河南省,2020-02-23 20:15:06,2020-02-23 20:15:10,104.0,2020-02-23,退款订单
6708,21.0,0.0,上海,2020-02-23 20:14:59,,0.0,2020-02-23,未支付订单
6709,64.0,64.0,河北省,2020-02-23 20:14:37,2020-02-23 20:14:40,0.0,2020-02-23,已支付订单
6710,21.0,0.0,上海,2020-02-23 20:14:00,,0.0,2020-02-23,未支付订单
6711,37.0,0.0,广西壮族自治区,2020-02-23 20:13:43,2020-02-23 20:14:44,37.0,2020-02-23,退款订单
6712,96.0,0.0,重庆,2020-02-23 20:13:37,2020-02-23 20:13:41,96.0,2020-02-23,退款订单
6713,485.0,485.0,北京,2020-02-23 20:12:20,2020-02-23 20:12:25,0.0,2020-02-23,已支付订单
6714,45.0,45.0,江苏省,2020-02-23 20:12:17,2020-02-23 20:12:32,0.0,2020-02-23,已支付订单
6715,53.0,53.0,天津,2020-02-23 20:11:53,2020-02-23 20:12:01,0.0,2020-02-23,已支付订单
6716,160.0,160.0,重庆,2020-02-23 20:10:50,2020-02-23 20:12:10,0.0,2020-02-23,已支付订单
6717,156.0,156.0,山东省,2020-02-23 20:10:35,2020-02-23 20:10:46,0.0,2020-02-23,已支付订单
6718,37.0,0.0,北京,2020-02-23 20:10:14,2020-02-23 20:10:22,37.0,2020-02-23,退款订单
6719,45.0,0.0,山东省,2020-02-23 20:10:11,,0.0,2020-02-23,未支付订单
6720,69.0,0.0,辽宁省,2020-02-23 20:10:10,2020-02-23 20:10:15,69.0,2020-02-23,退款订单
6721,69.0,69.0,四川省,2020-02-23 20:10:06,2020-02-23 20:10:14,0.0,2020-02-23,已支付订单
6722,145.9,145.9,浙江省,2020-02-23 20:09:27,2020-02-23 20:09:31,0.0,2020-02-23,已支付订单
6723,21.0,21.0,福建省,2020-02-23 20:08:58,2020-02-23 20:09:02,0.0,2020-02-23,已支付订单
6724,34.9,34.9,上海,2020-02-23 20:08:55,2020-02-23 20:09:01,0.0,2020-02-23,已支付订单
6725,101.0,101.0,上海,2020-02-23 20:08:54,2020-02-23 20:08:59,0.0,2020-02-23,已支付订单
6726,101.0,0.0,福建省,2020-02-23 20:07:59,,0.0,2020-02-23,未支付订单
6727,45.0,0.0,上海,2020-02-23 20:07:04,,0.0,2020-02-23,未支付订单
6728,215.0,215.0,辽宁省,2020-02-23 20:06:36,2020-02-23 20:06:45,0.0,2020-02-23,已支付订单
6729,144.0,144.0,内蒙古自治区,2020-02-23 20:06:24,2020-02-23 20:06:30,0.0,2020-02-23,已支付订单
6730,48.0,48.0,广东省,2020-02-23 20:03:37,2020-02-23 20:07:43,0.0,2020-02-23,已支付订单
6731,37.0,0.0,四川省,2020-02-23 20:03:15,2020-02-23 20:03:35,37.0,2020-02-23,退款订单
6732,69.0,69.0,浙江省,2020-02-23 20:03:06,2020-02-23 20:03:15,0.0,2020-02-23,已支付订单
6733,45.0,45.0,山东省,2020-02-23 20:03:05,2020-02-23 20:03:13,0.0,2020-02-23,已支付订单
6734,101.0,101.0,浙江省,2020-02-23 20:02:41,2020-02-23 20:02:46,0.0,2020-02-23,已支付订单
6735,85.0,85.0,北京,2020-02-23 20:01:30,2020-02-23 20:01:54,0.0,2020-02-23,已支付订单
6736,215.0,215.0,山东省,2020-02-23 20:00:50,2020-02-23 20:00:55,0.0,2020-02-23,已支付订单
6737,109.9,109.9,湖南省,2020-02-23 20:00:46,2020-02-23 20:00:50,0.0,2020-02-23,已支付订单
6738,37.0,37.0,江西省,2020-02-23 20:00:43,2020-02-23 20:00:50,0.0,2020-02-23,已支付订单
6739,112.0,0.0,浙江省,2020-02-23 20:00:23,,0.0,2020-02-23,未支付订单
6740,136.0,136.0,江西省,2020-02-23 20:00:04,2020-02-23 20:00:09,0.0,2020-02-23,已支付订单
6741,69.0,69.0,上海,2020-02-23 19:59:28,2020-02-23 19:59:36,0.0,2020-02-23,已支付订单
6742,77.0,0.0,山东省,2020-02-23 19:59:17,2020-02-23 19:59:29,77.0,2020-02-23,退款订单
6743,69.0,0.0,四川省,2020-02-23 19:58:53,2020-02-23 19:59:03,69.0,2020-02-23,退款订单
6744,283.8,283.8,上海,2020-02-23 19:57:55,2020-02-23 19:58:00,0.0,2020-02-23,已支付订单
6745,37.0,37.0,湖南省,2020-02-23 19:57:40,2020-02-23 19:59:20,0.0,2020-02-23,已支付订单
6746,21.0,21.0,浙江省,2020-02-23 19:56:15,2020-02-23 19:56:22,0.0,2020-02-23,已支付订单
6747,85.0,85.0,浙江省,2020-02-23 19:55:32,2020-02-23 19:55:39,0.0,2020-02-23,已支付订单
6748,160.0,0.0,重庆,2020-02-23 19:55:12,2020-02-23 19:56:15,160.0,2020-02-23,退款订单
6749,128.0,0.0,陕西省,2020-02-23 19:55:11,2020-02-23 19:55:57,128.0,2020-02-23,退款订单
6750,80.0,80.0,天津,2020-02-23 19:54:58,2020-02-23 19:55:07,0.0,2020-02-23,已支付订单
6751,45.0,45.0,上海,2020-02-23 19:54:49,2020-02-23 19:54:58,0.0,2020-02-23,已支付订单
6752,112.0,112.0,山西省,2020-02-23 19:54:21,2020-02-23 19:54:29,0.0,2020-02-23,已支付订单
6753,64.0,64.0,贵州省,2020-02-23 19:53:40,2020-02-23 19:55:11,0.0,2020-02-23,已支付订单
6754,104.0,104.0,天津,2020-02-23 19:53:34,2020-02-23 19:53:50,0.0,2020-02-23,已支付订单
6755,37.0,37.0,江苏省,2020-02-23 19:53:32,2020-02-23 19:53:37,0.0,2020-02-23,已支付订单
6756,64.0,64.0,山东省,2020-02-23 19:53:04,2020-02-23 19:56:56,0.0,2020-02-23,已支付订单
6757,192.0,192.0,广东省,2020-02-23 19:52:41,2020-02-23 20:07:08,0.0,2020-02-23,已支付订单
6758,91.0,0.0,新疆维吾尔自治区,2020-02-23 19:52:35,2020-02-23 19:52:56,91.0,2020-02-23,退款订单
6759,69.0,69.0,上海,2020-02-23 19:52:31,2020-02-23 19:52:38,0.0,2020-02-23,已支付订单
6760,64.0,64.0,山东省,2020-02-23 19:52:28,2020-02-23 19:57:07,0.0,2020-02-23,已支付订单
6761,37.0,37.0,山西省,2020-02-23 19:52:00,2020-02-23 19:52:07,0.0,2020-02-23,已支付订单
6762,64.8,64.8,安徽省,2020-02-23 19:51:08,2020-02-23 19:51:17,0.0,2020-02-23,已支付订单
6763,45.0,45.0,北京,2020-02-23 19:51:08,2020-02-23 19:51:24,0.0,2020-02-23,已支付订单
6764,37.0,37.0,广西壮族自治区,2020-02-23 19:51:02,2020-02-23 19:51:16,0.0,2020-02-23,已支付订单
6765,101.0,101.0,北京,2020-02-23 19:49:28,2020-02-23 19:50:48,0.0,2020-02-23,已支付订单
6766,64.0,64.0,上海,2020-02-23 19:48:42,2020-02-23 19:49:57,0.0,2020-02-23,已支付订单
6767,128.0,128.0,广东省,2020-02-23 19:48:23,2020-02-23 19:48:38,0.0,2020-02-23,已支付订单
6768,119.0,119.0,陕西省,2020-02-23 19:47:57,2020-02-23 19:48:02,0.0,2020-02-23,已支付订单
6769,16.0,16.0,重庆,2020-02-23 19:47:10,2020-02-23 19:48:56,0.0,2020-02-23,已支付订单
6770,37.0,37.0,四川省,2020-02-23 19:47:00,2020-02-23 19:47:07,0.0,2020-02-23,已支付订单
6771,238.0,238.0,湖南省,2020-02-23 19:46:46,2020-02-23 19:46:52,0.0,2020-02-23,已支付订单
6772,101.0,0.0,云南省,2020-02-23 19:46:21,2020-02-23 19:46:30,101.0,2020-02-23,退款订单
6773,128.0,128.0,浙江省,2020-02-23 19:46:01,2020-02-23 19:46:05,0.0,2020-02-23,已支付订单
6774,37.0,37.0,黑龙江省,2020-02-23 19:45:44,2020-02-23 20:16:02,0.0,2020-02-23,已支付订单
6775,37.0,0.0,福建省,2020-02-23 19:45:18,,0.0,2020-02-23,未支付订单
6776,69.0,69.0,浙江省,2020-02-23 19:45:07,2020-02-23 23:23:18,0.0,2020-02-23,已支付订单
6777,101.0,101.0,江西省,2020-02-23 19:44:54,2020-02-23 19:45:01,0.0,2020-02-23,已支付订单
6778,37.0,0.0,四川省,2020-02-23 19:43:47,,0.0,2020-02-23,未支付订单
6779,176.0,176.0,福建省,2020-02-23 19:43:04,2020-02-23 19:43:13,0.0,2020-02-23,已支付订单
6780,128.0,0.0,上海,2020-02-23 19:42:42,,0.0,2020-02-23,未支付订单
6781,128.0,0.0,重庆,2020-02-23 19:42:40,,0.0,2020-02-23,未支付订单
6782,101.0,0.0,江西省,2020-02-23 19:42:35,,0.0,2020-02-23,未支付订单
6783,37.0,37.0,福建省,2020-02-23 19:42:33,2020-02-23 19:42:36,0.0,2020-02-23,已支付订单
6784,37.0,37.0,河南省,2020-02-23 19:42:02,2020-02-23 19:42:10,0.0,2020-02-23,已支付订单
6785,37.0,37.0,浙江省,2020-02-23 19:40:26,2020-02-23 19:40:41,0.0,2020-02-23,已支付订单
6786,74.9,74.9,四川省,2020-02-23 19:40:10,2020-02-23 19:40:19,0.0,2020-02-23,已支付订单
6787,128.0,128.0,山东省,2020-02-23 19:39:36,2020-02-23 19:39:47,0.0,2020-02-23,已支付订单
6788,37.0,37.0,浙江省,2020-02-23 19:39:35,2020-02-23 19:39:40,0.0,2020-02-23,已支付订单
6789,45.0,45.0,山东省,2020-02-23 19:39:31,2020-02-23 19:40:50,0.0,2020-02-23,已支付订单
6790,119.0,0.0,浙江省,2020-02-23 19:39:08,2020-02-23 19:39:19,119.0,2020-02-23,退款订单
6791,136.0,136.0,四川省,2020-02-23 19:39:06,2020-02-23 19:39:18,0.0,2020-02-23,已支付订单
6792,128.0,128.0,上海,2020-02-23 19:38:59,2020-02-23 19:39:08,0.0,2020-02-23,已支付订单
6793,112.0,96.0,安徽省,2020-02-23 19:38:51,2020-02-23 19:38:55,16.0,2020-02-23,退款订单
6794,69.0,69.0,天津,2020-02-23 19:38:37,2020-02-23 19:40:05,0.0,2020-02-23,已支付订单
6795,69.0,69.0,辽宁省,2020-02-23 19:38:09,2020-02-23 19:38:32,0.0,2020-02-23,已支付订单
6796,104.0,104.0,北京,2020-02-23 19:37:39,2020-02-23 19:37:47,0.0,2020-02-23,已支付订单
6797,118.0,118.0,陕西省,2020-02-23 19:37:27,2020-02-23 19:41:14,0.0,2020-02-23,已支付订单
6798,43.0,43.0,吉林省,2020-02-23 19:37:04,2020-02-24 15:29:12,0.0,2020-02-23,已支付订单
6799,119.0,119.0,北京,2020-02-23 19:36:53,2020-02-23 19:37:00,0.0,2020-02-23,已支付订单
6800,69.0,69.0,江苏省,2020-02-23 19:36:43,2020-02-23 19:36:55,0.0,2020-02-23,已支付订单
6801,119.0,119.0,山东省,2020-02-23 19:36:34,2020-02-23 19:36:41,0.0,2020-02-23,已支付订单
6802,101.0,101.0,浙江省,2020-02-23 19:35:28,2020-02-23 19:37:38,0.0,2020-02-23,已支付订单
6803,168.0,168.0,浙江省,2020-02-23 19:34:21,2020-02-23 19:34:27,0.0,2020-02-23,已支付订单
6804,40.0,40.0,上海,2020-02-23 19:34:07,2020-02-23 19:34:14,0.0,2020-02-23,已支付订单
6805,85.0,0.0,上海,2020-02-23 19:32:48,2020-02-23 20:32:01,85.0,2020-02-23,退款订单
6806,238.0,238.0,上海,2020-02-23 19:32:16,2020-02-23 19:32:22,0.0,2020-02-23,已支付订单
6807,85.0,85.0,重庆,2020-02-23 19:32:16,2020-02-23 19:32:50,0.0,2020-02-23,已支付订单
6808,37.0,0.0,江苏省,2020-02-23 19:31:59,2020-02-23 19:32:10,37.0,2020-02-23,退款订单
6809,66.9,66.9,重庆,2020-02-23 19:31:50,2020-02-23 19:31:55,0.0,2020-02-23,已支付订单
6810,178.8,178.8,浙江省,2020-02-23 19:31:41,2020-02-23 19:31:53,0.0,2020-02-23,已支付订单
6811,101.0,0.0,重庆,2020-02-23 19:31:27,,0.0,2020-02-23,未支付订单
6812,85.0,0.0,辽宁省,2020-02-23 19:31:25,,0.0,2020-02-23,未支付订单
6813,119.0,119.0,辽宁省,2020-02-23 19:31:11,2020-02-23 19:45:44,0.0,2020-02-23,已支付订单
6814,69.0,69.0,上海,2020-02-23 19:31:05,2020-02-23 19:31:12,0.0,2020-02-23,已支付订单
6815,37.0,37.0,陕西省,2020-02-23 19:30:56,2020-02-23 19:31:18,0.0,2020-02-23,已支付订单
6816,256.0,256.0,上海,2020-02-23 19:30:53,2020-02-23 19:30:58,0.0,2020-02-23,已支付订单
6817,238.0,238.0,上海,2020-02-23 19:30:43,2020-02-23 19:30:49,0.0,2020-02-23,已支付订单
6818,119.0,119.0,辽宁省,2020-02-23 19:30:06,2020-02-23 19:45:45,0.0,2020-02-23,已支付订单
6819,53.0,53.0,山东省,2020-02-23 19:29:41,2020-02-23 19:29:47,0.0,2020-02-23,已支付订单
6820,37.0,37.0,湖南省,2020-02-23 19:29:13,2020-02-23 19:29:22,0.0,2020-02-23,已支付订单
6821,69.0,69.0,浙江省,2020-02-23 19:28:42,2020-02-23 19:28:49,0.0,2020-02-23,已支付订单
6822,112.0,0.0,浙江省,2020-02-23 19:27:54,2020-02-23 19:27:58,112.0,2020-02-23,退款订单
6823,119.0,119.0,北京,2020-02-23 19:27:09,2020-02-23 19:27:15,0.0,2020-02-23,已支付订单
6824,119.0,119.0,四川省,2020-02-23 19:27:01,2020-02-23 19:27:13,0.0,2020-02-23,已支付订单
6825,64.8,0.0,浙江省,2020-02-23 19:25:22,2020-02-23 19:25:28,64.8,2020-02-23,退款订单
6826,69.0,0.0,四川省,2020-02-23 19:25:21,2020-02-23 19:25:46,69.0,2020-02-23,退款订单
6827,110.0,110.0,江苏省,2020-02-23 19:25:00,2020-02-23 19:25:06,0.0,2020-02-23,已支付订单
6828,119.0,0.0,北京,2020-02-23 19:24:11,2020-02-23 19:24:23,119.0,2020-02-23,退款订单
6829,37.0,37.0,上海,2020-02-23 19:24:10,2020-02-23 19:24:26,0.0,2020-02-23,已支付订单
6830,238.0,238.0,四川省,2020-02-23 19:23:47,2020-02-23 19:23:52,0.0,2020-02-23,已支付订单
6831,91.0,0.0,新疆维吾尔自治区,2020-02-23 19:23:39,2020-02-23 19:24:15,91.0,2020-02-23,退款订单
6832,53.0,0.0,江苏省,2020-02-23 19:23:33,2020-02-23 19:23:44,53.0,2020-02-23,退款订单
6833,150.0,150.0,安徽省,2020-02-23 19:23:11,2020-02-23 19:23:18,0.0,2020-02-23,已支付订单
6834,45.0,45.0,河南省,2020-02-23 19:23:07,2020-02-23 19:23:16,0.0,2020-02-23,已支付订单
6835,85.0,85.0,上海,2020-02-23 19:22:20,2020-02-23 19:22:26,0.0,2020-02-23,已支付订单
6836,299.0,299.0,贵州省,2020-02-23 19:22:13,2020-02-23 19:22:19,0.0,2020-02-23,已支付订单
6837,53.0,53.0,山西省,2020-02-23 19:20:12,2020-02-23 19:20:27,0.0,2020-02-23,已支付订单
6838,115.0,115.0,上海,2020-02-23 19:19:54,2020-02-23 19:20:00,0.0,2020-02-23,已支付订单
6839,37.0,37.0,福建省,2020-02-23 19:19:50,2020-02-23 19:20:04,0.0,2020-02-23,已支付订单
6840,112.0,0.0,山东省,2020-02-23 19:19:17,,0.0,2020-02-23,未支付订单
6841,85.0,85.0,黑龙江省,2020-02-23 19:18:54,2020-02-23 19:26:22,0.0,2020-02-23,已支付订单
6842,300.0,300.0,湖南省,2020-02-23 19:18:23,2020-02-23 19:18:28,0.0,2020-02-23,已支付订单
6843,136.0,136.0,上海,2020-02-23 19:18:01,2020-02-23 19:18:06,0.0,2020-02-23,已支付订单
6844,528.5,528.5,山东省,2020-02-23 19:17:54,2020-02-23 19:18:00,0.0,2020-02-23,已支付订单
6845,43.0,43.0,山东省,2020-02-23 19:17:46,2020-02-23 19:18:12,0.0,2020-02-23,已支付订单
6846,34.9,0.0,山东省,2020-02-23 19:16:53,2020-02-23 19:17:34,34.9,2020-02-23,退款订单
6847,69.0,69.0,江苏省,2020-02-23 19:16:23,2020-02-23 19:16:29,0.0,2020-02-23,已支付订单
6848,128.0,128.0,浙江省,2020-02-23 19:16:13,2020-02-23 19:16:18,0.0,2020-02-23,已支付订单
6849,45.0,45.0,江苏省,2020-02-23 19:15:43,2020-02-23 19:15:51,0.0,2020-02-23,已支付订单
6850,102.0,102.0,广东省,2020-02-23 19:13:22,2020-02-23 19:13:35,0.0,2020-02-23,已支付订单
6851,299.0,299.0,山东省,2020-02-23 19:13:07,2020-02-23 19:13:15,0.0,2020-02-23,已支付订单
6852,69.0,69.0,四川省,2020-02-23 19:13:03,2020-02-23 19:13:11,0.0,2020-02-23,已支付订单
6853,109.9,109.9,重庆,2020-02-23 19:12:28,2020-02-23 19:12:41,0.0,2020-02-23,已支付订单
6854,119.0,0.0,北京,2020-02-23 19:11:47,2020-02-23 19:11:57,119.0,2020-02-23,退款订单
6855,192.0,192.0,甘肃省,2020-02-23 19:10:15,2020-02-23 19:10:19,0.0,2020-02-23,已支付订单
6856,53.0,53.0,北京,2020-02-23 19:09:58,2020-02-23 19:10:05,0.0,2020-02-23,已支付订单
6857,22.0,0.0,浙江省,2020-02-23 19:09:01,2020-02-23 19:09:09,22.0,2020-02-23,退款订单
6858,53.0,53.0,江苏省,2020-02-23 19:07:42,2020-02-23 19:08:03,0.0,2020-02-23,已支付订单
6859,215.0,183.0,浙江省,2020-02-23 19:07:37,2020-02-23 19:07:41,32.0,2020-02-23,退款订单
6860,69.0,69.0,云南省,2020-02-23 19:04:41,2020-02-23 19:04:52,0.0,2020-02-23,已支付订单
6861,191.0,0.0,湖南省,2020-02-23 19:04:03,,0.0,2020-02-23,未支付订单
6862,37.0,37.0,重庆,2020-02-23 19:03:46,2020-02-23 19:04:13,0.0,2020-02-23,已支付订单
6863,37.0,37.0,山东省,2020-02-23 19:03:37,2020-02-23 19:03:45,0.0,2020-02-23,已支付订单
6864,119.0,0.0,江西省,2020-02-23 19:02:59,,0.0,2020-02-23,未支付订单
6865,69.0,69.0,上海,2020-02-23 19:02:32,2020-02-23 19:02:40,0.0,2020-02-23,已支付订单
6866,101.0,101.0,陕西省,2020-02-23 19:02:08,2020-02-23 19:02:15,0.0,2020-02-23,已支付订单
